item_number,exam_type,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,option_e,option_f
925,Exam B,577,A solutions architect needs to design a serverless architecture to run an application that is packaged as a Docker container image. The container requires 50 GB of available storage for temporary files. Which solution will meet these requirements?,Use AWS App Runner to deploy the Docker container image. Configure 50 GB of ephemeral storage.,Create an Amazon Elastic Container Service (Amazon ECS) cluster that uses the AWS Fargate launch type. Create a task definition for the container image that has an Amazon Elastic File System (Amazon EFS) volume. Use the task definition to create an ECS service.,Create an AWS Lambda function that uses the Docker container image. Attach an Amazon Elastic Block Store (Amazon EBS) volume that has more than 50 GB of storage to the Docker container.,Create an Amazon Elastic Container Service (Amazon ECS) cluster that uses the Amazon EC2 launch type. Attach an Amazon Elastic Block Store (Amazon EBS) volume that has more than 50 GB of storage to the ECS cluster. Create a task definition for the container image. Use the task definition to create an ECS service.,,,
926,Exam B,578,A company is migrating mobile banking applications to run on Amazon EC2 instances in a VPC. Backend service applications run in an on-premises data center. The data center has an AWS Direct Connect connection into AWS. The applications that run in the VPC need to resolve DNS requests to an on-premises Active Directory domain that runs in the data center. Which solution will meet these requirements with the LEAST administrative overhead?,Provision a set of EC2 instances across two Availability Zones in the VPC as caching DNS servers to resolve DNS queries from the application servers within the VPC.,Provision a new Active Directory domain controller in the VPC with a bidirectional trust between this new domain and the on-premises Active Directory domain.,Create DNS endpoints by using Amazon Route 53 Resolver. Add conditional forwarding rules to resolve DNS namespaces between the on- premises data center and the VPC.,Provision an Amazon Route 53 private hosted zone. Configure DNS records that point to on-premises DNS servers.,,,
927,Exam B,579,"A company is planning to improve the performance of a three-tier application by adding a cache layer to a MariaDB database. To ensure high availability, the company must create replicas of the primary cache node. Which solution will meet this requirement?",Create an Amazon ElastiCache (Reds OSS) cache. Configure the application to connect to the cache.,Create an Amazon DynamoDB Accelerator (DAX) cluster. Configure the application to connect to the DAX cluster.,Create an Amazon ElastiCache (Memcached) cache. Configure the application to connect to the cache.,"Deploy an Amazon CloudFront distribution, and set the application server as the origin. Configure a cache policy and an origin request policy.",,,
928,Exam B,580,A company runs a MySQL database on a single Amazon EC2 instance. The company needs to improve availability of the database to prepare for power outages. Which solution will meet this requirement?,Add an Application Load Balancer (ALB) in front of the EC2 instance.,Enable termination protection for the EC2 instance.,Configure EC2 automatic instance recovery to move the instance to another Availability Zone.,Migrate the MySQL database to Amazon RDS and enable Multi-AZ deployment.,,,
929,Exam B,581,A company runs an infrastructure monitoring service. The company is building a new feature that will enable the service to monitor data in customer AWS accounts. The new feature will call AWS APIs in customer accounts to describe Amazon EC2 instances and read Amazon CloudWatch metrics. What should the company do to obtain access to customer accounts in the MOST secure way?,Ensure that the customers create an Amazon Cognito user in their account to use an IAM role with read-only EC2 and CloudWatch permissions. Encrypt and store the Amazon Cognito user and password in a secrets management system.,Ensure that the customers create an IAM role in their account with read-only EC2 and CloudWatch permissions and a trust policy to the company's account.,Create a serverless API that implements a token vending machine to provide temporary AWS credentials for a role with read-only EC2 and CloudWatch permissions.,Ensure that the customers create an IAM user in their account with read-only EC2 and CloudWatch permissions. Encrypt and store customer access and secret keys in a secrets management system.,,,
930,Exam B,582,A solutions architect is designing the architecture for a software demonstration environment. The environment will run on Amazon EC2 instances in an Auto Scaling group behind an Application Load Balancer (ALB). The system will experience significant increases in traffic during working hours but is not required to operate on weekends. Which combination of actions should the solutions architect take to ensure that the system can scale to meet demand? (Select TWO.),Use AWS Auto Scaling to scale the capacity of the VPC internet gateway.,"Use scheduled scaling to change the Auto Scaling group minimum, maximum, and desired capacity to zero for weekends. Revert to the default values at the start of the week.",Launch the EC2 instances in multiple AWS Regions to distribute the load across Regions.,Use AWS Auto Scaling to adjust the ALB capacity based on request rate.,,Use a target tracking scaling policy to scale the Auto Scaling group based on instance CPU utilization.,
931,Exam B,583,A company runs an application on Amazon EC2 instances. EC2 instance usage is higher during daytime hours than nighttime hours. A solutions architect wants to automatically optimize Amazon EC2 costs based on this usage pattern. Which AWS service or purchasing option will meet this requirement?,AWS CloudFormation,Spot Instances,Reserved Instances,AWS Auto Scaling,,,
932,Exam B,584,A solutions architect needs to design a high-traffic static website. The website must be highly available and must provide the lowest possible latency to users across the globe. Which solution will meet these requirements?,Create an Application Load Balancer (ALB) and a target group in two Regions. Create an Amazon EC2 Auto Scaling group in each Region with at least two EC2 instances in each target group. Store the website content on the EC2 instances. Use Amazon Raute S3 to create a DNS record that uses a geolocation routing policy to route traffic to the correct ALB based on where the request originates.,Create an Application Load Balancer (ALB) and a target group. Create an Amazon EC2 Auto Scaling group with at least two EC2 instances in the associated target group. Store the website content on the EC2 instances. Use Amazon Roude 53 to create an alias record that points to the ALB.,"Create an Amazon S3 bucket, and upload the website content to the S3 bucket Create an Amazon CoudFront distribution in each ANS Region, and set the S3 bucket as the origin. Use Amazon Route 53 to create a DNS record that uses a geolocation routing policy to route traffic to the correct CloudFront distribution based on where the request originates.","Create an Amazon S3 bucket and upload the website content the S3 bucket. Create an Amazon CloudFront distribution, and set the S3 bucket as the origin. Use Amazon Route 53 to create an alias record that points to the CloudFront distribution.",,,
933,Exam B,585,"A company uses a three-tier application architecture that includes web servers, application servers, and a database cluster inside the same VPC. The traffic between the tiers must remain inside the VPC. The web servers use Amazon Route 53 and a private hosted zone to resolve the application name to application server IP addresses by using a round-robin method. The application tier uses a fixed number of Amazon EC2 instances. The EC2 instances are near their CPU usage capacity. The company wants to add scalability to the application tier without changing the application code. Which solution will meet these requirements?",Run the application servers in an Auto Scaling group behind an internet-facing Application Load Balancer (ALB). Modify the application DNS record to map the application name to the ALB CNAME.,Run the application servers in an Auto Scaling group behind an internal Application Load Balancer (ALB). Modify the application DNS record to map the application name to the ALB CNAME.,Create an Amazon Simple Queue Service (Amazon SQS) queue between the application tier and the database tier. Configure an AWS Lambda function to pull messages from the SQS queue and stage the messages in the database.,Create an Amazon Simple Queue Service (Amazon SQS) queue between the web tier and the application tier. Run the application servers in an Auto Scaling group. Configure scaling rules based on Amazon CloudWatch metrics for SQS queue backlog.,,,
934,Exam B,586,A company runs multiple workloads in its on-premises data center. The company's data center cannot scale fast enough to meet the company's expanding business needs. The company wants to collect usage and configuration data about the on-premises servers and workloads to plana migration to AWS. Which solution will meet these requirements?,Setthe home AWS Region in AWS Migration Hub. Use AWS Application Discovery Service to collect data about the on-premises servers.,Use the AWS Schema Conversion Tool (AWS SCT) to create the relevant templates. Use AWS Trusted Advisor to collect data about the on- premises servers.,Set the home AWS Region in AWS Migration Hub. Use AWS Systems Manager to collect data about the on-premises servers.,Use the AWS Schema Conversion Tool (AWS SCT) to create the relevant templates. Use AWS Database Migration Service (AWS DMS) to collect data about the on-premises servers.,,,
935,Exam B,587,"A company hosts a production database on an Amazon Elastic Block Store (Amazon EBS) backed Amazon EC2 instance. As part of an annual disaster recovery exercise, the company needs to restore recent EBS snapshots to a new EC2 instance in a second Availability Zone. Atter the snapshots are restored to EBS volumes, the resulting volumes must deliver all of their provisioned performance. The company must perform validation tests on the restored data as quickly as possible. Which configuration will meet these requirements?",Enable EBS fast snapshot restore (FSR) on the snapshots for the second Availability Zone. Create new EBS volumes in the second Availability Zone from the snapshots. Attach the new EBS volumes to a new EC2 instance.,Enable EBS fast snapshot restore (FSR) on the snapshots for the current Availability Zone. Create new EBS volumes in the second Availability Zone from the snapshots. Attach the new EBS volumes to a new EC2 instance.,Specify Provisioned IOPS on the snapshots. Create new EBS volumes in the second Availability Zone from the snapshots. Attach the new EBS volumes to a new EC2 instance.,"Specify Provisioned IOPS on the existing EBS volumes. Create the snapshots. After the snapshots are completed, create new EBS volumes in the second Availability Zone from the snapshots. Attach the new EBS volumes to a new EC2 instance.",,,
936,Exam B,588,A company must follow strict regulations for the management of data encryption keys. The company manages its own key externally and imports the key into AWS Key Management Service (AWS KMS). The company must control the imported key material and must rotate the key material on a regular schedule. A solutions architect needs to import the key material into AWS KMS and rotate the key without interrupting applications that use the key. Which solution will meet these requirements?,Schedule the existing AWS KNS key for deletion. Create a new KMS key that has new Key material.,Import new key material into the existing AWS KMS key. Set an expiration time for the old key material.,Create anew AWS KMS key that has the same key ID as the existing key. Import new key material into the key.,Enable automatic key rotation for the existing AWS KMS key.,,,
937,Exam B,589,A company has a web application with a database tier that consists of an Amazon EC2 instance that runs MySQL. A solutions architect needs to minimize potential data loss and the time that is required to recover in the event of a database failure. What is the MOST operationally efficient solution that meets these requirements?,Create an Amazon RDS for MySQL Multi-AZ DB instance. Use a MySQL native backup that is stored in Amazon S3 to restore the data to the new database. Update the connection string in the web application.,Create an Amazon RDS for MysaL Single-AZ DB instance with a read replica. Use a MySQL native backup that is stored in Amazon S3 to restore the data to the new database. Update the connection string in the web application.,"Use Amazon Data Lifecycle Manager to take a snapshot of the Amazon Elastic Block Store (Amazon EBS) volume every hour. In the event of an EC2 instance failure, restore the EBS volume from a snapshot.",Create an Amazon CloudWatch alarm for the StatusCheckFailed_System metric to invoke an AWS Lambda function that stops and starts the EC2 instance.,,,
938,Exam B,590,A company is designing a solution to capture customer activity on the company's web applications. The company wants to analyze the activity data to make predictions. Customer activity on the web applications is unpredictable and can increase suddenly. The company requires a solution that integrates with their web applications. The solution must include an authorization step. Which solution will meet these requirements?,Deploy an Amazon API Gateway endpoint in front of an Amazon Kinesis data stream. Store the data in an Amazon S3 bucket. Use an AWS Lambda function to handle authorization.,Deploy an Amazon API Gateway endpoint in front of an Amazon Data Firehose delivery stream. Store the data in an Amazon S3 bucket. Use an API Gateway Lambda authorizer to handle authorization.,Deploy a Gateway Load Balancer (GWLB) in front of an Amazon Elastic Container Service (Amazon ECS) container instance. Store the data in an Amazon Elastic File System (Amazon EFS) file system. Use an AWS Lambda function to handle authorization.,Deploy a Gateway Load Balancer (GWLB) in front of an Amazon Elastic Container Service (Amazon ECS) container instance. Store the data in an Amazon Elastic File System (Amazon EFS) file system. Configure the applications to pass an authorization header to the GWLB.,,,
939,Exam B,591,A company is storing sensitive user information in an Amazon S3 bucket. The company wants to provide secure access to this bucket from the application tier running on Amazon EC2 instances inside a VPC. Which combination of steps should a solutions architect take to accomplish this? (Select TWO.),Configure a VPC gateway endpoint for Amazon $3 within the VPC.,Create a NAT instance and have the EC2 instances use the NAT instance to access the S3 bucket.,Create an IAM user with an S3 access policy and copy the IAM credentials to the EC2 instance.,Create a bucket policy to make the objects in the S3 bucket public.,,Create a bucket policy that limits access to only the application tier running in the VPC.,
940,Exam B,592,A company has many VPCs across the ap-south-1 Region and the ap-south-2 Region. The VPCs have non-overlapping CIDR blocks and require mesh connectivity. Which solution will meet these requirements?,Set up a transit gateway in ap-south-1 and in ap-south-2. Connect the VPCs in each Region to the transit gateway in the same Region. Set up an inter-Region transit gateway peering connection between the two transit gateways. Use transit gateway route tables for VPC attachments to control routing. Remove both default transit gateway route tables.,Create anew VPC in ap-south-1 to use as a transit VPC. Enable VPC peering between all other VPCs and the transit VPC. Configure route tables in each VPC to route traffic to the transit VPC. Enable transitive connectivity.,Create a new VPC in ap-south-1 and in ap-south-2 to use as transit VPCs. Peer the original VPC in ap-south-1 with the transit VPC in ap-south- 1. Peer the original VPC in ap-south-2 to the transit VPC in ap-south-2. Configure VPC peering between the to transit VPCs. Configure route tables for the VPCs in each Region to use the Regional transit VPC. Enable transitive connectivity.,Set up a single transit gateway in ap-south-1. Connect the VPCs in ap-south-1 and ap-south-2 to the transit gateway. Use transit gateway route tables for VPC attachments to control routing. Remove the default transit gateway route table.,,,
941,Exam B,593,"An ecommerce company runs a PostgreSQL database on an Amazon EC2 instance. The database stores data in Amazon Elastic Block Store (Amazon EBS) volumes. The daily peak input/output transactions per second (IOPS) do not exceed 15,000 IOPS. The company wants to migrate the database to Amazon RDS for PostgreSQL and to provision disk IOPS performance that is independent of disk storage capacity. Which solution will meet these requirements MOST cost-effectively?","Configure General Purpose SSD (gp3) EBS volumes. Provision 15,000 IOPS.","Configure Provisioned IOPS SSD (io1) EBS volumes. Provision 15,000 IOPS.",Configure General Purpose SSD (gp2) EBS volumes. Provision a 5 TiB volume.,Configure magnetic EBS volumes to achieve maximum IOPS,,,
942,Exam B,594,A database is running on an Amazon RDS Multi-AZ DB instance. A recent security audit found the database to be out of compliance because it was not encrypted. Which approach will resolve the encryption requirement?,Encrypt the standby replica in the secondary Availability Zone and promote it to the primary instance.,Create anew encrypted Amazon EBS volume and attach it to the instance.,"Take a snapshot of the RDS instance, copy and encrypt the snapshot, and then restore to the new RDS instance.",Log into the RDS console and select the encryption box to encrypt the database.,,,
943,Exam B,595,A company is using an Amazon RDS for MySQL DB instance for its internal applications. A security audit shows that the DB instance is not encrypted at rest. The company's solutions architect needs to encrypt the DB instance. What should the solutions architect do to meet this requirement?,Stop the DB instance and modify it to enable encryption. Apply this setting immediately without waiting for the next scheduled RDS maintenance window.,"Create an encrypted read replica of the DB instance. Promote the read replica to primary. Delete the original DB instance, and update the applications to point to the new encrypted DB instance.","Stop the DB instance and create a snapshot. Copy the snapshot into another encrypted snapshot. Restore the encrypted snapshot to a new encrypted DB instance. Delete the original DB instance, and update the applications to point to the new encrypted DB instance.","Stop the DB instance and create an encrypted snapshot. Restore the encrypted snapshot to a new encrypted DB instance. Delete the original DB instance, and update the applications to point to the new encrypted DB instance.",,,
944,Exam B,596,A solutions architect is working on an application that is deployed on an Amazon EC2 instance. The solutions architect needs a solution that will securely transfer files from the application to an Amazon S3 bucket. What should the solutions architect do to meet this requirement in the MOST secure way?,Create an IAM role. Configure the IM role to access the specific S3 API calls that the application requires. Associate the IAM role with the EC2 instance.,Create an IAM user. Create an access key for the IAM user. Store the access key in the application's environment variables.,Create an IAM role. Create an access key for the IAM role. Store the access key in the application's environment variables.,Configure an S3 bucket policy for the S3 bucket. Configure the S3 bucket policy to allow access for the EC2 instance ID.,,,
945,Exam B,597,A company receives 10 TB of instrumentation data each day from several machines located at a single factory. The data consists of JSON files stored on a storage area network (SAN) in an on-premises data center located within the factory. The company wants to send this data to Amazon S3 where it can be accessed by several additional systems that provide critical near-real-time analytics. A secure transfer is important because the data is considered sensitive. Which solution offers the MOST reliable data transfer?,AWS Database Migration Service (AWS DMS) over AWS Direct Connect,AWS DataSync over AWS Direct Connect,AWS Database Migration Service (AWS DMS) over public internet,AWS DataSync over public internet,,,
946,Exam B,598,"A company stores a large number of image files in an Amazon S3 bucket. The images need to be readily available for 180 days. The company rarely accesses images that are older than 180 days. However, the company must be able to access images immediately when necessary. The company wants to archive images that are older than 360, but the company must be able to access the images instantly when required. The images cannot be deleted. The company requires high availability and redundancy throughout the entire lifecycle of the files. The company will use S3 Standard storage for the first 180 days. The company needs to configure S3 Lifecycle rules to handle the remaining lifecycle stages of the files. Which solution will meet these requirements MOST cost-effectively?",Transition the objects to S3 One Zone-Infrequent Access (S3 One Zone-lA) after 180 days. Transition the objects to S3 Glacier Flexible Retrieval after 360 days.,Transition the objects to S3 Standard-Infrequent Access (S3 Standard-lA) after 180 days. Transition the objects to S3 Glacier Flexible Retrieval after 360 days.,Transition the objects to S3 One Zone-Infrequent Access (S3 One Zone-IA) after 180 days. Transition the objects to S3 Glacier Instant Retrieval after 360 days.,Transition the objects to S3 Standard-Infrequent Access (S3 Standard-lA) after 180 days. Transition the objects to S3 Glacier Instant Retrieval after 360 days.,,,
947,Exam B,599,"A company needs to store and process image data that will be uploaded from mobile devices using a custom mobile app. Usage peaks between 8 AM and 5 PM on weekdays, with thousands of uploads per minute. The app is rarely used at any other time. A user is notified when image processing is complete. Which combination of actions should a solutions architect take to ensure image processing can scale to handle the load? (Select THREE.)",Invoke an S3 Batch Operations job to perform image processing when a message is available in the queue.,Upload files from the mobile software directly to Amazon S3. Use S3 event notifications to create a message in an Amazon Simple Queue Service (Amazon SQS) standard queue.,D. Send a push notification to the mobile app by using Amazon Simple Email Service (Amazon SES) when processing is complete.,,,Upload files from the mobile software directly to Amazon S3. Use S3 event notifications to create a message in an Amazon MQ queue.,Send a push notification to the mobile app by using Amazon Simple Notification Service (Amazon SNS) when processing is complete.
948,Exam B,600,"A company wants to protect resources that the company hosts on AWS, including Application Load Balancers and Amazon CloudFront distributions. The company wants an AWS service that can provide near real-time visibility into attacks on the company's resources. The service must also have a dedicated AWS team to assist with (DDoS) attacks. Which AWS service will meet these requirements?",AWS Shield Standard,AWS WAF,AWS Shield Advanced,Amazon Macie,,,
949,Exam B,601,A company uses Amazon Route 53 as its DNS provider. The company hosts a website both on premises and in the AWS Cloud. The company's on- premises data center is near the us-west-1 Region. The company hosts the website on AWS in the eu-central-1 Region. The company wants to optimize load times for the website as much as possible. Which solution will meet these requirements?,Create a DNS record with a failover routing policy that routes all primary traffic to eu-central-1. Configure the routing policy to use the on- premises data center as the secondary location.,Create a DNS record with a latency-based routing policy. Associate the record for the on-premises data center with us-west-1.,Create a DNS record with a weighted routing policy. Split the traffic evenly between eu-central-1 and the on-premises data center.,Create a DNS record with an IP-based routing policy. Configure specific IP ranges to return the value for the eu-central-1 website. Configure all other IP ranges to return the value for the on-premises website.,,,
950,Exam B,602,A company operates a fleet of servers on premises and operates a fleet of Amazon EC2 instances in its organization in AWS Organizations. The company's AWS accounts contain hundreds of VPCs. The company wants to connect its AWS accounts to its on-premises network. AWS Site-to-Site VPN connections are already established to a single AWS account. The company wants to control which VPCs can communicate with other VPCs. Which combination of steps will achieve this level of control with the LEAST operational effort? (Select THREE.),Configure VPC peering between the VPCs.,Set up route tables on the VPCs and VPNs.,Configure attachments between the VPCs and VPNs.,Set up transit gateway route tables. Associate the VPCs and VPNs with the route tables.,,Create a transit gateway in an AWS account. Share the transit gateway across accounts by using AWS Resource Access Manager (AWS RAM).,Configure attachments to all VPCs and VPNs.
951,Exam B,603,A global company manages VPCs across two AWS Regions in one AWS account. The company has two VPCs named VPC A and VPC B in the us- east-1 Region. The company has two VPCs named VPC C and VPC D in the us-west-2 Region. The VPC CIDR blocks do not overlap. A solutions architect needs to implement a fully managed solution that establishes connectivity between all four VPCs. The solution must maintain operational efficiency when the company expands to new Regions and connects additional VPCs. Which solution will meet these requirements?,Implement inter-Region VPC peering connections. Peer each VPC with all other VPCs in a full mesh configuration where each VPC has a peering connection with every other VPC.,"Create one transit gateway in us-east-1, and attach the transit gateway to VPC A and VPC B. Create a second transit gateway in us-west-2, and attach the transit gateway VPC C and VPC D. Peer the transit gateways in us-east-1 and us-west-2.",Create an AWS Site-to-Site VPN connection between VPC A and VPC C by using virtual private gateway attachments. Configure VPC B and VPC D to route traffic to each other through the VPN connection.,"Implement VPC peering connections. In us-east-1, peer VPC A with VPC B. In us-west-2, peer VPC C with VPC D. Peer VPC A with VPC C by using inter-Region VPC peering.",,,
952,Exam B,604,A company wants to prohibit its developers from using a particular family of Amazon EC2 instances. The company uses AWS Organizations and wants to apply the restriction across multiple accounts. What is the MOST operationally efficient way for the company to apply service control policies (SCPs) to meet these requirements?,Enroll the accounts with AWS Control Tower. Apply the SCPs to the AWS Control Tower management account.,Apply the SCPs to each developer account.,Add the accounts to resource groups in AWS Resource Groups. Apply the SCPs to the resource groups.,Add the accounts to an organizational unit (OU). Apply the SCPs to the OU.,,,
953,Exam B,605,"A company wants to use a data lake that is hosted on Amazon S3 to provide analytics services for historical data. The data lake consists of 800 tables but is expected to grow to thousands of tables. More than 50 departments use the tables, and each department has hundreds of users. Different departments need access to specific tables and columns. Which solution will meet these requirements with the LEAST operational overhead?",Create an Amazon Redshift cluster for each department. Use AWS Glue to ingest into the Redshift cluster only the tables and columns that are relevant to that department. Create Redshift database users. Grant the users access to the relevant department's Redshift cluster. Use Amazon Redshift to analyze the data.,"Create an Amazon EMR cluster for each department. Configure an IAM service role for each EMR cluster to access relevant S3 files. For each department's users, create an IAM role that provides access to the relevant EMR cluster. Use Amazon EMR to analyze the data.",Create an IAM role for each department. Use AWS Lake Formation tag-based access control to grant each IAM role access to only the relevant resources. Create LF-tags that are attached to tables and columns. Use Amazon Athena to analyze the data.,Create an IAM role for each department. Use AWS Lake Formation based access control to grant each IAM role access to specific tables and columns. Use Amazon Athena to analyze the data.,,,
954,Exam B,606,"A security analyst reviews a recent alert received from the SIEM solution. The alert shows that data has been exfiltrated from an internet-facing web server. Most of the logs were removed, but the data was stolen from an administrator folder. Which of the following techniques was most likely used by the attacker to exfiltrate data?",SQL injection,Privilege escalation,Keylogger,Buffer overflow,,,
955,Exam B,607,A network team is investigating failures to onboard users to a Wi-Fi network. The investigation shows that the access point accepts connections for a short time after a restart. The security administrator inspecting the connections has logs that show a large increase in suspicious connections to the access point. Replacing the device with a higher capacity access point does not resolve the issue. Which of the following attacks is most likely occurring?,On-path,DNS spoofing,Evil twin,DoS,,,
956,Exam B,608,Attackers created a new domain name that looks similar to a popular file-sharing website. Which of the following threat vectors is being used?,Phishing,Brand impersonation,Watering-hole attack,Typosquatting,,,
957,Exam B,609,A company has two AWS accounts: Account A and Account B. Account A has an IAM role that IAM users in Account B assume when they need to upload sensitive documents to Amazon S3 buckets in Account A. A new requirement mandates that users can assume the role only if they are authenticated with multi-factor authentication (MFA). A solutions architect must recommend a solution that meets this requirement with minimum risk and effort. Which solution should the solutions architect recommend?,Add an aws:MultiFactorAuthPresent condition to the role's permissions policy.,Add an aws:MultiFactorAuthPresent condition to the session policy.,Add an aws:MultiFactorAuthPresent condition to the role's trust policy.,Add an aws: MultiFactorAuthPresent condition to the S3 bucket policies.,,,
958,Exam B,610,A company wants to create a long-term storage solution that will allow users to upload terabytes of images and videos. The company will use the images and videos to train machine learning (ML) models. The storage solution must be scalable and cost-optimized. Which solution will meet these requirements?,Provision an Amazon S3 bucket for users to upload images and videos. Configure the S3 bucket to make the data available to Amazon SageMaker Al for ML model training. Store the data in the S3 Intelligent-Tiering storage class.,Provision an Amazon S3 bucket for users to upload images and videos. Copy the data from the S3 bucket to an Amazon FS for Lustre file system to make the data available for ML model training.,Configure an Amazon SageMaker Al notebook instance with 16 GB of storage. Create a custom application to allow users to upload images and videos directly to the notebook instance.,Provision an Amazon S3 bucket for users to upload images and videos. Copy the data from the S3 bucket to an Amazon Elastic File System (Amazon EFS) file system to make the data available for ML model training.,,,
959,Exam B,611,A company runs an application on a group of Amazon EC2 instances behind an Application Load Balancer (ALB). The company wants to protect the application against layer 7 DDoS attacks. Which solution will meet this requirement?,Associate AWS Shield Standard with the ALB.,Create an Amazon CloudFront distribution and set the ALB as the origin. Configure the application DNS record to point to the CloudFront distribution instead of the ALB.,Create an AWS WAF web ACL and add an AWS managed rule. Associate the web ACL to the ALB.,Create an AWS WAF web ACL and add a custom rule. Associate the web ACL with the ALB.,,,
960,Exam B,612,"A company creates daily and monthly business metrics from data that partners provide. Each day, the partners deliver JSON data files to an Amazon S3 bucket that the company owns. The S3 object keys use Apache Hive style date partitions. The company uses an Amazon EventBridge rule to invoke an AWS Lambda function that reads all objects in the S3 bucket to aggregate the daily and monthly metrics. The company performs occasional analysis that requires access to historical data. As more data has accumulated, the Lambda function is timing out frequently. A solutions architect must prevent the Lambda function timeouts. Which solution will meet these requirements with the LEAST operational overhead?",Modify the Lambda function to delete older S3 objects during the daily processing.,Update the EventBridge rule to invoke AWS Step Functions to retry the Lambda function if the function fails.,Modify the Lambda function to query the S3 objects by using Amazon Athena with date filters.,Create an AWS Glue job to invoke the Lambda function. Update the EventBridge rule to invoke the AWS Glue job.,,,
961,Exam B,613,A company generates SSL certificates from a third-party provider. The company imports the certificates into AWS Certificate Manager (ACM) to use with public web applications. A solutions architect must implement a solution to notify the company's security team 30 days before an imported certificate expires. The company already has an Amazon Simple Queue Service (Amazon SQS) queue. The company also has an Amazon Simple Notification Service (Amazon SNS) topic that has the security team's email address as a subscriber. Which solution will provide the security team with the required notification about certificates?,Create an AWS Lambda function to scan for expiring certificates. Program the Lambda function to list the certificates ina JSON message and to deliver the message to the SQS queue.,Create an Amazon EventBridge rule that specifies the ACM Certificate Approaching Expiration event type. Set the SQS queue as the rule's target.,Create an Amazon EventBridge rule that specifies the ACM Certificate Approaching Expiration event type. Set the SNS topic as the rule's target.,Create an AWS Lambda function to scan for expiring certificates. Program the Lambda function to list the certificates ina JSON message and to deliver the message to the SNS topic.,,,
962,Exam B,614,A company is migrating some of its applications to AWS. The company wants to migrate and modernize the applications quickly after it finalizes networking and security strategies. The company has set up an AWS Direct Connect connection in a central network account. The company expects to have hundreds of AWS accounts and VPCs in the near future. The corporate network must be able to access the resources on AWS seamlessly and also must be able to communicate with all the VPCs. The company also wants to route its cloud resources to the internet through its on-premises data center. Which combination of steps will meet these requirements? (Select THREE.),A Provision only private subnets. Open the necessary route on the transit gateway and customer gateway to allow outbound internet traffic from AWS to flow through NAT services that run in the data center.,"Create a Direct Connect gateway in the central account. In each of the accounts, create an association proposal by using the Direct Connect gateway and the account ID for every virtual private gateway.",Provision VPC peering as necessary.,Provision an internet gateway. Attach the internet gateway to subnets. Allow internet traffic through the gateway.,,Create a Direct Connect gateway and a transit gateway in the central network account. Attach the transit gateway to the Direct Connect gateway by using a transit VIF. CF. Share the transit gateway with other accounts. Attach VPCs to the transit gateway.,
963,Exam B,615,A company has deployed an application on Amazon EC2 instances in a single VPC. The company has placed the EC2 instances in a private subnet in the VPC. The EC2 instances need access to Amazon S3 buckets that are in the same AWS Region as the EC2 instances. A solutions architect must provide the EC2 instances with access to the S3 buckets without requiring any changes to the EC2 instances or the application. The EC2 instances must not have access to the internet. Which solution will meet these requirements?,Create an S3 gateway endpoint that uses the default gateway endpoint policy. Associate the private subnet with the gateway endpoint.,Configure a proxy EC2 instance. Update the private subnet route tables to route traffic through the proxy EC2 instance. Configure the proxy to route all S3 requests to the target S3 bucket.,Configure a NAT gateway. Associate the private subnet with the NAT gateway.,Create an S3 interface endpoint. Associate the EC2 instances with the interface endpoint.,,,
964,Exam B,616,A company has decided to use AWS Key Management Service (AWS KMS) for all of its encryption keys. The company plans to create all of its keys as customer managed keys and will not import any encryption keys. The company must rotate its encryption keys once every 12 months. Which solution will meet these requirements?,Use AWS managed keys instead of customer managed keys so that AWS will rotate the keys automatically.,Enable automatic key rotation for each customer managed key after it has been created in AWS KMS.,Invoke an AWS Lambda function regularly to rotate the backing key of each customer managed key.,Change the customer managed key policy to enable automatic key rotation.,,,
965,Exam B,617,A financial services company is building a data lake solution on Amazon S3. The company plans to use analytics offerings from AWS to meet user needs for one-time querying and business intelligence reports. A portion of the columns will contain personally identifiable information (PII). Only authorized users should be able to see plaintext PII data. What is the MOST operationally efficient solution that meets these requirements?,Register the S3 locations with AWS Lake Formation. Create an AWS Glue job to create an ETL workflow that removes the PII columns from the data and creates a separate copy of the data in another data lake S3 bucket. Register the new S3 locations with Lake Formation. Grant users the permissions to each data lake data based on whether the users are authorized to see PII data.,"Register the S3 locations with AWS Lake Formation. Create two IAM roles. Attach a permissions policy with access to PII columns to one role. Attach a policy without these permissions to the other role. For each downstream analytics service, use its native security functionality and the IAM roles to secure the PII data.",Register the S3 locations with AWS Lake Formation. Create two IAM roles. Use Lake Formation data permissions to grant Select permissions to all of the columns for one role. Grant Select permissions to only columns that contain non-PII data for the other role.,Define a bucket policy for each S3 bucket of the data lake to allow access to users who have authorization to see PII data. Catalog the data by using AWS Glue. Create two IAM roles. Attach a permissions policy with access to PII columns to one role. Attach a policy without these permissions to the other role.,,,
